source,target,relationship,edge_type,metadata
wiki_frenzied_spirit,17f698e5adfl0i2mffrxjg7ruc39w,found_in,location,{}
wiki_gurranq_beast_clergyman,17f69b97ce8l0i2ms4ikyh4h5oxhve,found_in,location,{}
wiki_hermit_merchant,17f696d8354l0i2mogg6n9e7genjdc,found_in,location,{}
wiki_jar_bairn,17f69c4fae0l0i2mh89ctxbtq3mamf,found_in,location,{}
wiki_kingsrealm_spirit,17f696bd5cdl0i2mhe4ogfvk5y4fnk,found_in,location,{}
wiki_laiedd_spirit,17f69b78aa3l0i2mqmnrfo05lqjj3,found_in,location,{}
wiki_liurnian_lake_spirit,17f69bb1acal0i2mitcppzloop1zos,found_in,location,{}
wiki_medallion_spirit,17f697b13fal0i2mt2gmldy864m2zj,found_in,location,{}
wiki_merchant_kale,17f69869a3bl0i2m72p0sbjub568ch,found_in,location,{}
wiki_miriel_pastor_of_vows,17f69c9c269l0i2mfxzgqbh7ffwoxe,found_in,location,{}
wiki_morne_spirit,17f69a8e6e3l0i2mbkue80sw8q9e9m,found_in,location,{}
wiki_mushroom_spirit,17f69c93d09l0i2m9yixlupxvwoc7r,found_in,location,{}
"wiki_phillia,_towering_little_sister",17f697fe6e2l0i2mvhwmvjnk9ek1hb,found_in,location,{}
wiki_shaded_castle_spirit,17f6981f5f9l0i2mpl63u29r5fa3te,found_in,location,{}
wiki_stranded_graveyard_spirit,17f69e77e65l0i2mam30d45d317ze1a,found_in,location,{}
wiki_study_hall_spirit,17f69ebf5c7l0i2mf0jf9uvcbi972,found_in,location,{}
17f6998a6eel0i2omw40wiu6ms1t9nd,17f69a221c9l0i2ojlqe4t4u5lk6pc,share_location,share_location,"{""location"": ""limgrave""}"
17f6998a6eel0i2omw40wiu6ms1t9nd,17f69c93f4al0i2onohm0srozqz4mq,share_location,share_location,"{""location"": ""limgrave""}"
17f6998a6eel0i2omw40wiu6ms1t9nd,17f69ddf39dl0i2ojm1riku8s6qxfs,share_location,share_location,"{""location"": ""limgrave""}"
17f6998a6eel0i2omw40wiu6ms1t9nd,17f69de1218l0i2olc1m799deyzbgj,share_location,share_location,"{""location"": ""limgrave""}"
17f69a221c9l0i2ojlqe4t4u5lk6pc,17f69c93f4al0i2onohm0srozqz4mq,share_location,share_location,"{""location"": ""limgrave""}"
17f69a221c9l0i2ojlqe4t4u5lk6pc,17f69ddf39dl0i2ojm1riku8s6qxfs,share_location,share_location,"{""location"": ""limgrave""}"
17f69a221c9l0i2ojlqe4t4u5lk6pc,17f69de1218l0i2olc1m799deyzbgj,share_location,share_location,"{""location"": ""limgrave""}"
17f69c93f4al0i2onohm0srozqz4mq,17f69ddf39dl0i2ojm1riku8s6qxfs,share_location,share_location,"{""location"": ""limgrave""}"
17f69c93f4al0i2onohm0srozqz4mq,17f69de1218l0i2olc1m799deyzbgj,share_location,share_location,"{""location"": ""limgrave""}"
17f69ddf39dl0i2ojm1riku8s6qxfs,17f69de1218l0i2olc1m799deyzbgj,share_location,share_location,"{""location"": ""limgrave""}"
17f697ea1d2l0i2or0eyxansf8mnh,17f698fa9a6l0i2oki2yjnuz5pqjrh,share_location,share_location,"{""location"": ""roundtable hold""}"
17f697ea1d2l0i2or0eyxansf8mnh,17f6996fdcdl0i2oog5491c2w2vvca,share_location,share_location,"{""location"": ""roundtable hold""}"
17f697ea1d2l0i2or0eyxansf8mnh,17f699a4f38l0i2olkl6gze7y5zrp8,share_location,share_location,"{""location"": ""roundtable hold""}"
17f697ea1d2l0i2or0eyxansf8mnh,17f699ebb1fl0i2oobc8fbwg1v80tt,share_location,share_location,"{""location"": ""roundtable hold""}"
17f697ea1d2l0i2or0eyxansf8mnh,17f69a1444fl0i2onsit6ui4qbh37,share_location,share_location,"{""location"": ""roundtable hold""}"
17f697ea1d2l0i2or0eyxansf8mnh,17f69a4d1del0i2omxljdmymj6gaho,share_location,share_location,"{""location"": ""roundtable hold""}"
17f697ea1d2l0i2or0eyxansf8mnh,17f69af3e48l0i2ojme5z01n0gziz,share_location,share_location,"{""location"": ""roundtable hold""}"
17f697ea1d2l0i2or0eyxansf8mnh,17f69c760bdl0i2opziqz256a85vp,share_location,share_location,"{""location"": ""roundtable hold""}"
17f697ea1d2l0i2or0eyxansf8mnh,17f69ddef68l0i2olcp6li59r4nce2,share_location,share_location,"{""location"": ""roundtable hold""}"
17f697ea1d2l0i2or0eyxansf8mnh,17f69f1be7cl0i2ojly1jcpn4j09p3,share_location,share_location,"{""location"": ""roundtable hold""}"
17f697ea1d2l0i2or0eyxansf8mnh,wiki_ensha,share_location,share_location,"{""location"": ""roundtable hold""}"
17f697ea1d2l0i2or0eyxansf8mnh,wiki_two_fingers,share_location,share_location,"{""location"": ""roundtable hold""}"
17f698fa9a6l0i2oki2yjnuz5pqjrh,17f6996fdcdl0i2oog5491c2w2vvca,share_location,share_location,"{""location"": ""roundtable hold""}"
17f698fa9a6l0i2oki2yjnuz5pqjrh,17f699a4f38l0i2olkl6gze7y5zrp8,share_location,share_location,"{""location"": ""roundtable hold""}"
17f698fa9a6l0i2oki2yjnuz5pqjrh,17f699ebb1fl0i2oobc8fbwg1v80tt,share_location,share_location,"{""location"": ""roundtable hold""}"
17f698fa9a6l0i2oki2yjnuz5pqjrh,17f69a1444fl0i2onsit6ui4qbh37,share_location,share_location,"{""location"": ""roundtable hold""}"
17f698fa9a6l0i2oki2yjnuz5pqjrh,17f69a4d1del0i2omxljdmymj6gaho,share_location,share_location,"{""location"": ""roundtable hold""}"
17f698fa9a6l0i2oki2yjnuz5pqjrh,17f69af3e48l0i2ojme5z01n0gziz,share_location,share_location,"{""location"": ""roundtable hold""}"
17f698fa9a6l0i2oki2yjnuz5pqjrh,17f69c760bdl0i2opziqz256a85vp,share_location,share_location,"{""location"": ""roundtable hold""}"
17f698fa9a6l0i2oki2yjnuz5pqjrh,17f69ddef68l0i2olcp6li59r4nce2,share_location,share_location,"{""location"": ""roundtable hold""}"
17f698fa9a6l0i2oki2yjnuz5pqjrh,17f69f1be7cl0i2ojly1jcpn4j09p3,share_location,share_location,"{""location"": ""roundtable hold""}"
17f698fa9a6l0i2oki2yjnuz5pqjrh,wiki_ensha,share_location,share_location,"{""location"": ""roundtable hold""}"
17f698fa9a6l0i2oki2yjnuz5pqjrh,wiki_two_fingers,share_location,share_location,"{""location"": ""roundtable hold""}"
17f6996fdcdl0i2oog5491c2w2vvca,17f699a4f38l0i2olkl6gze7y5zrp8,share_location,share_location,"{""location"": ""roundtable hold""}"
17f6996fdcdl0i2oog5491c2w2vvca,17f699ebb1fl0i2oobc8fbwg1v80tt,share_location,share_location,"{""location"": ""roundtable hold""}"
17f6996fdcdl0i2oog5491c2w2vvca,17f69a1444fl0i2onsit6ui4qbh37,share_location,share_location,"{""location"": ""roundtable hold""}"
17f6996fdcdl0i2oog5491c2w2vvca,17f69a4d1del0i2omxljdmymj6gaho,share_location,share_location,"{""location"": ""roundtable hold""}"
17f6996fdcdl0i2oog5491c2w2vvca,17f69af3e48l0i2ojme5z01n0gziz,share_location,share_location,"{""location"": ""roundtable hold""}"
17f6996fdcdl0i2oog5491c2w2vvca,17f69c760bdl0i2opziqz256a85vp,share_location,share_location,"{""location"": ""roundtable hold""}"
17f6996fdcdl0i2oog5491c2w2vvca,17f69ddef68l0i2olcp6li59r4nce2,share_location,share_location,"{""location"": ""roundtable hold""}"
17f6996fdcdl0i2oog5491c2w2vvca,17f69f1be7cl0i2ojly1jcpn4j09p3,share_location,share_location,"{""location"": ""roundtable hold""}"
17f6996fdcdl0i2oog5491c2w2vvca,wiki_ensha,share_location,share_location,"{""location"": ""roundtable hold""}"
17f6996fdcdl0i2oog5491c2w2vvca,wiki_two_fingers,share_location,share_location,"{""location"": ""roundtable hold""}"
17f699a4f38l0i2olkl6gze7y5zrp8,17f699ebb1fl0i2oobc8fbwg1v80tt,share_location,share_location,"{""location"": ""roundtable hold""}"
17f699a4f38l0i2olkl6gze7y5zrp8,17f69a1444fl0i2onsit6ui4qbh37,share_location,share_location,"{""location"": ""roundtable hold""}"
17f699a4f38l0i2olkl6gze7y5zrp8,17f69a4d1del0i2omxljdmymj6gaho,share_location,share_location,"{""location"": ""roundtable hold""}"
17f699a4f38l0i2olkl6gze7y5zrp8,17f69af3e48l0i2ojme5z01n0gziz,share_location,share_location,"{""location"": ""roundtable hold""}"
17f699a4f38l0i2olkl6gze7y5zrp8,17f69c760bdl0i2opziqz256a85vp,share_location,share_location,"{""location"": ""roundtable hold""}"
17f699a4f38l0i2olkl6gze7y5zrp8,17f69ddef68l0i2olcp6li59r4nce2,share_location,share_location,"{""location"": ""roundtable hold""}"
17f699a4f38l0i2olkl6gze7y5zrp8,17f69f1be7cl0i2ojly1jcpn4j09p3,share_location,share_location,"{""location"": ""roundtable hold""}"
17f699a4f38l0i2olkl6gze7y5zrp8,wiki_ensha,share_location,share_location,"{""location"": ""roundtable hold""}"
17f699a4f38l0i2olkl6gze7y5zrp8,wiki_two_fingers,share_location,share_location,"{""location"": ""roundtable hold""}"
17f699ebb1fl0i2oobc8fbwg1v80tt,17f69a1444fl0i2onsit6ui4qbh37,share_location,share_location,"{""location"": ""roundtable hold""}"
17f699ebb1fl0i2oobc8fbwg1v80tt,17f69a4d1del0i2omxljdmymj6gaho,share_location,share_location,"{""location"": ""roundtable hold""}"
17f699ebb1fl0i2oobc8fbwg1v80tt,17f69af3e48l0i2ojme5z01n0gziz,share_location,share_location,"{""location"": ""roundtable hold""}"
17f699ebb1fl0i2oobc8fbwg1v80tt,17f69c760bdl0i2opziqz256a85vp,share_location,share_location,"{""location"": ""roundtable hold""}"
17f699ebb1fl0i2oobc8fbwg1v80tt,17f69ddef68l0i2olcp6li59r4nce2,share_location,share_location,"{""location"": ""roundtable hold""}"
17f699ebb1fl0i2oobc8fbwg1v80tt,17f69f1be7cl0i2ojly1jcpn4j09p3,share_location,share_location,"{""location"": ""roundtable hold""}"
17f699ebb1fl0i2oobc8fbwg1v80tt,wiki_ensha,share_location,share_location,"{""location"": ""roundtable hold""}"
17f699ebb1fl0i2oobc8fbwg1v80tt,wiki_two_fingers,share_location,share_location,"{""location"": ""roundtable hold""}"
17f69a1444fl0i2onsit6ui4qbh37,17f69a4d1del0i2omxljdmymj6gaho,share_location,share_location,"{""location"": ""roundtable hold""}"
17f69a1444fl0i2onsit6ui4qbh37,17f69af3e48l0i2ojme5z01n0gziz,share_location,share_location,"{""location"": ""roundtable hold""}"
17f69a1444fl0i2onsit6ui4qbh37,17f69c760bdl0i2opziqz256a85vp,share_location,share_location,"{""location"": ""roundtable hold""}"
17f69a1444fl0i2onsit6ui4qbh37,17f69ddef68l0i2olcp6li59r4nce2,share_location,share_location,"{""location"": ""roundtable hold""}"
17f69a1444fl0i2onsit6ui4qbh37,17f69f1be7cl0i2ojly1jcpn4j09p3,share_location,share_location,"{""location"": ""roundtable hold""}"
17f69a1444fl0i2onsit6ui4qbh37,wiki_ensha,share_location,share_location,"{""location"": ""roundtable hold""}"
17f69a1444fl0i2onsit6ui4qbh37,wiki_two_fingers,share_location,share_location,"{""location"": ""roundtable hold""}"
17f69a4d1del0i2omxljdmymj6gaho,17f69af3e48l0i2ojme5z01n0gziz,share_location,share_location,"{""location"": ""roundtable hold""}"
17f69a4d1del0i2omxljdmymj6gaho,17f69c760bdl0i2opziqz256a85vp,share_location,share_location,"{""location"": ""roundtable hold""}"
17f69a4d1del0i2omxljdmymj6gaho,17f69ddef68l0i2olcp6li59r4nce2,share_location,share_location,"{""location"": ""roundtable hold""}"
17f69a4d1del0i2omxljdmymj6gaho,17f69f1be7cl0i2ojly1jcpn4j09p3,share_location,share_location,"{""location"": ""roundtable hold""}"
17f69a4d1del0i2omxljdmymj6gaho,wiki_ensha,share_location,share_location,"{""location"": ""roundtable hold""}"
17f69a4d1del0i2omxljdmymj6gaho,wiki_two_fingers,share_location,share_location,"{""location"": ""roundtable hold""}"
17f69af3e48l0i2ojme5z01n0gziz,17f69c760bdl0i2opziqz256a85vp,share_location,share_location,"{""location"": ""roundtable hold""}"
17f69af3e48l0i2ojme5z01n0gziz,17f69ddef68l0i2olcp6li59r4nce2,share_location,share_location,"{""location"": ""roundtable hold""}"
17f69af3e48l0i2ojme5z01n0gziz,17f69f1be7cl0i2ojly1jcpn4j09p3,share_location,share_location,"{""location"": ""roundtable hold""}"
17f69af3e48l0i2ojme5z01n0gziz,wiki_ensha,share_location,share_location,"{""location"": ""roundtable hold""}"
17f69af3e48l0i2ojme5z01n0gziz,wiki_two_fingers,share_location,share_location,"{""location"": ""roundtable hold""}"
17f69c760bdl0i2opziqz256a85vp,17f69ddef68l0i2olcp6li59r4nce2,share_location,share_location,"{""location"": ""roundtable hold""}"
17f69c760bdl0i2opziqz256a85vp,17f69f1be7cl0i2ojly1jcpn4j09p3,share_location,share_location,"{""location"": ""roundtable hold""}"
17f69c760bdl0i2opziqz256a85vp,wiki_ensha,share_location,share_location,"{""location"": ""roundtable hold""}"
17f69c760bdl0i2opziqz256a85vp,wiki_two_fingers,share_location,share_location,"{""location"": ""roundtable hold""}"
17f69ddef68l0i2olcp6li59r4nce2,17f69f1be7cl0i2ojly1jcpn4j09p3,share_location,share_location,"{""location"": ""roundtable hold""}"
17f69ddef68l0i2olcp6li59r4nce2,wiki_ensha,share_location,share_location,"{""location"": ""roundtable hold""}"
17f69ddef68l0i2olcp6li59r4nce2,wiki_two_fingers,share_location,share_location,"{""location"": ""roundtable hold""}"
17f69f1be7cl0i2ojly1jcpn4j09p3,wiki_ensha,share_location,share_location,"{""location"": ""roundtable hold""}"
17f69f1be7cl0i2ojly1jcpn4j09p3,wiki_two_fingers,share_location,share_location,"{""location"": ""roundtable hold""}"
wiki_ensha,wiki_two_fingers,share_location,share_location,"{""location"": ""roundtable hold""}"
17f69b2abd8l0i2oki2301lpwzqbe8,wiki_miriel_pastor_of_vows,share_location,share_location,"{""location"": ""church of vows""}"
17f69958b0al0i2oqm9ou8yw1ogg8,17f69af9513l0i2oowjvkhmdl5ivl,share_location,share_location,"{""location"": ""stormveil castle""}"
17f69958b0al0i2oqm9ou8yw1ogg8,17f69b259e2l0i2ol1q157ho9f89ia,share_location,share_location,"{""location"": ""stormveil castle""}"
17f69958b0al0i2oqm9ou8yw1ogg8,wiki_grape_spirit,share_location,share_location,"{""location"": ""stormveil castle""}"
17f69af9513l0i2oowjvkhmdl5ivl,17f69b259e2l0i2ol1q157ho9f89ia,share_location,share_location,"{""location"": ""stormveil castle""}"
17f69af9513l0i2oowjvkhmdl5ivl,wiki_grape_spirit,share_location,share_location,"{""location"": ""stormveil castle""}"
17f69b259e2l0i2ol1q157ho9f89ia,wiki_grape_spirit,share_location,share_location,"{""location"": ""stormveil castle""}"
17f69cd42f7l0i2ol82u1cg8l2ia3d,wiki_gurranq_beast_clergyman,share_location,share_location,"{""location"": ""bestial sanctum""}"
17f69b6a938l0i2oqf3un7j999hkw,17f69c35597l0i2osam7pab26jygzi,share_location,share_location,"{""location"": ""caelid""}"
17f69b6a938l0i2oqf3un7j999hkw,17f69cd42f7l0i2ol82u1cg8l2ia3d,share_location,share_location,"{""location"": ""caelid""}"
17f69b6a938l0i2oqf3un7j999hkw,wiki_gurranq_beast_clergyman,share_location,share_location,"{""location"": ""caelid""}"
17f69c35597l0i2osam7pab26jygzi,17f69cd42f7l0i2ol82u1cg8l2ia3d,share_location,share_location,"{""location"": ""caelid""}"
17f69c35597l0i2osam7pab26jygzi,wiki_gurranq_beast_clergyman,share_location,share_location,"{""location"": ""caelid""}"
17f69cd42f7l0i2ol82u1cg8l2ia3d,wiki_gurranq_beast_clergyman,share_location,share_location,"{""location"": ""caelid""}"
17f69768ff6l0i2olppqo9yb2ltjcb,17f69cd292cl0i2op4nttt4k4nvxs,share_location,share_location,"{""location"": ""volcano manor""}"
17f69768ff6l0i2olppqo9yb2ltjcb,17f69e0ee62l0i2op8mg1tq4mnfjjb,share_location,share_location,"{""location"": ""volcano manor""}"
17f69768ff6l0i2olppqo9yb2ltjcb,wiki_man_serpent,share_location,share_location,"{""location"": ""volcano manor""}"
17f69768ff6l0i2olppqo9yb2ltjcb,wiki_volcano_manor_spirit,share_location,share_location,"{""location"": ""volcano manor""}"
17f69cd292cl0i2op4nttt4k4nvxs,17f69e0ee62l0i2op8mg1tq4mnfjjb,share_location,share_location,"{""location"": ""volcano manor""}"
17f69cd292cl0i2op4nttt4k4nvxs,wiki_man_serpent,share_location,share_location,"{""location"": ""volcano manor""}"
17f69cd292cl0i2op4nttt4k4nvxs,wiki_volcano_manor_spirit,share_location,share_location,"{""location"": ""volcano manor""}"
17f69e0ee62l0i2op8mg1tq4mnfjjb,wiki_man_serpent,share_location,share_location,"{""location"": ""volcano manor""}"
17f69e0ee62l0i2op8mg1tq4mnfjjb,wiki_volcano_manor_spirit,share_location,share_location,"{""location"": ""volcano manor""}"
wiki_man_serpent,wiki_volcano_manor_spirit,share_location,share_location,"{""location"": ""volcano manor""}"
17f69b2925el0i2olviqhconjh7a7i,wiki_finger_maiden_therolina,share_location,share_location,"{""location"": ""caria manor""}"
17f69929146l0i2omt69yecqm01d4k,17f699bcb3bl0i2oow8kivoxqcuy,share_location,share_location,"{""location"": ""various locations""}"
17f69929146l0i2omt69yecqm01d4k,wiki_white_mask_varre,share_location,share_location,"{""location"": ""various locations""}"
17f699bcb3bl0i2oow8kivoxqcuy,wiki_white_mask_varre,share_location,share_location,"{""location"": ""various locations""}"
17f69b242a4l0i2onfyowzjcqnhqab,wiki_morne_spirit,share_location,share_location,"{""location"": ""castle morne""}"
17f69b22fd9l0i2ono62dded63kgv,17f69b242a4l0i2onfyowzjcqnhqab,share_location,share_location,"{""location"": ""weeping peninsula""}"
17f696fdac2l0i2oq2molwm1a5hu8i,17f69f5e08al0i2opgccucgwqfl6n6,share_location,share_location,"{""location"": ""three sisters""}"
17f69cd5735l0i2opwywnh7fxq5rof,wiki_full_grown_fallingstar_beast,share_location,share_location,"{""location"": ""mt. gelmir""}"
17f69719075l0i2oqs9tcpu9et7pj,17f699524dal0i2oqpa3288ofa2qpo,share_location,share_location,"{""location"": ""liurnia of the lakes""}"
17f69719075l0i2oqs9tcpu9et7pj,wiki_bols_carian_knight,share_location,share_location,"{""location"": ""liurnia of the lakes""}"
17f69719075l0i2oqs9tcpu9et7pj,wiki_isolated_merchant_raya_lucaria,share_location,share_location,"{""location"": ""liurnia of the lakes""}"
17f69719075l0i2oqs9tcpu9et7pj,wiki_jar_bairn,share_location,share_location,"{""location"": ""liurnia of the lakes""}"
17f69719075l0i2oqs9tcpu9et7pj,wiki_liurnian_lake_spirit,share_location,share_location,"{""location"": ""liurnia of the lakes""}"
17f699524dal0i2oqpa3288ofa2qpo,wiki_bols_carian_knight,share_location,share_location,"{""location"": ""liurnia of the lakes""}"
17f699524dal0i2oqpa3288ofa2qpo,wiki_isolated_merchant_raya_lucaria,share_location,share_location,"{""location"": ""liurnia of the lakes""}"
17f699524dal0i2oqpa3288ofa2qpo,wiki_jar_bairn,share_location,share_location,"{""location"": ""liurnia of the lakes""}"
17f699524dal0i2oqpa3288ofa2qpo,wiki_liurnian_lake_spirit,share_location,share_location,"{""location"": ""liurnia of the lakes""}"
wiki_bols_carian_knight,wiki_isolated_merchant_raya_lucaria,share_location,share_location,"{""location"": ""liurnia of the lakes""}"
wiki_bols_carian_knight,wiki_jar_bairn,share_location,share_location,"{""location"": ""liurnia of the lakes""}"
wiki_bols_carian_knight,wiki_liurnian_lake_spirit,share_location,share_location,"{""location"": ""liurnia of the lakes""}"
wiki_isolated_merchant_raya_lucaria,wiki_jar_bairn,share_location,share_location,"{""location"": ""liurnia of the lakes""}"
wiki_isolated_merchant_raya_lucaria,wiki_liurnian_lake_spirit,share_location,share_location,"{""location"": ""liurnia of the lakes""}"
wiki_jar_bairn,wiki_liurnian_lake_spirit,share_location,share_location,"{""location"": ""liurnia of the lakes""}"
17f69719075l0i2oqs9tcpu9et7pj,wiki_albinauric_village_spirit,share_location,share_location,"{""location"": ""village of the albinaurics""}"
17f69d9a072l0i2org49ab76ad6ehn,wiki_nomadic_merchant_west_altus_plateau,share_location,share_location,"{""location"": ""altus plateau""}"
wiki_ancient_dragon_senessax,wiki_bayle_the_dread,share_location,share_location,"{""location"": ""jagged peak""}"
wiki_fire_knight_queelign_(npc),wiki_messmer_the_impaler,share_location,share_location,"{""location"": ""shadow keep""}"
"wiki_count_ymir,_high_priest",wiki_count_ymir_mother_of_fingers,share_location,share_location,"{""location"": ""cathedral of manus metyr""}"
"wiki_count_ymir,_high_priest",wiki_jolan,share_location,share_location,"{""location"": ""cathedral of manus metyr""}"
wiki_count_ymir_mother_of_fingers,wiki_jolan,share_location,share_location,"{""location"": ""cathedral of manus metyr""}"
wiki_crucible_knight_siluria,wiki_godwyn_the_golden,share_location,share_location,"{""location"": ""deeproot depths""}"
wiki_crucible_knight_siluria,wiki_lionel_the_lionhearted,share_location,share_location,"{""location"": ""deeproot depths""}"
wiki_godwyn_the_golden,wiki_lionel_the_lionhearted,share_location,share_location,"{""location"": ""deeproot depths""}"
wiki_crucible_knight_and_misbegotten_warrior,wiki_finger_maiden_therolina,share_location,share_location,"{""location"": ""redmane castle""}"
wiki_ashen_spirit,"wiki_godfrey,_first_elden_lord",share_location,share_location,"{""location"": ""leyndell""}"
wiki_ashen_spirit,wiki_misbegotten_warrior,share_location,share_location,"{""location"": ""leyndell""}"
wiki_ashen_spirit,wiki_morgott_the_omen_king,share_location,share_location,"{""location"": ""leyndell""}"
wiki_ashen_spirit,"wiki_sir_gideon_ofnir,_the_all_knowing_(boss)",share_location,share_location,"{""location"": ""leyndell""}"
"wiki_godfrey,_first_elden_lord",wiki_misbegotten_warrior,share_location,share_location,"{""location"": ""leyndell""}"
"wiki_godfrey,_first_elden_lord",wiki_morgott_the_omen_king,share_location,share_location,"{""location"": ""leyndell""}"
"wiki_godfrey,_first_elden_lord","wiki_sir_gideon_ofnir,_the_all_knowing_(boss)",share_location,share_location,"{""location"": ""leyndell""}"
wiki_misbegotten_warrior,wiki_morgott_the_omen_king,share_location,share_location,"{""location"": ""leyndell""}"
wiki_misbegotten_warrior,"wiki_sir_gideon_ofnir,_the_all_knowing_(boss)",share_location,share_location,"{""location"": ""leyndell""}"
wiki_morgott_the_omen_king,"wiki_sir_gideon_ofnir,_the_all_knowing_(boss)",share_location,share_location,"{""location"": ""leyndell""}"
wiki_ashen_spirit,"wiki_godfrey,_first_elden_lord",share_location,share_location,"{""location"": ""ashen capital""}"
wiki_ashen_spirit,"wiki_sir_gideon_ofnir,_the_all_knowing_(boss)",share_location,share_location,"{""location"": ""ashen capital""}"
"wiki_godfrey,_first_elden_lord","wiki_sir_gideon_ofnir,_the_all_knowing_(boss)",share_location,share_location,"{""location"": ""ashen capital""}"
wiki_leda_and_allies_boss,wiki_promised_consort_radahn,share_location,share_location,"{""location"": ""enir ilim""}"
wiki_elder_lion,wiki_morgott_the_omen_king,share_location,share_location,"{""location"": ""royal capital""}"
wiki_malenia_blade_of_miquella,wiki_millicents_sisters,share_location,share_location,"{""location"": ""elphael""}"
wiki_malenia_blade_of_miquella,wiki_millicents_sisters,share_location,share_location,"{""location"": ""brace of the haligtree""}"
wiki_midra_lord_of_frenzied_flame,wiki_nanaya,share_location,share_location,"{""location"": ""midras manse""}"
wiki_putrescent_knight,wiki_st._trina,share_location,share_location,"{""location"": ""stone coffin fissure""}"
wiki_master_lusat,wiki_putrid_crystalians,share_location,share_location,"{""location"": ""sellia hideaway""}"
wiki_isolated_merchant_raya_lucaria,wiki_rennala_queen_of_the_full_moon,share_location,share_location,"{""location"": ""raya lucaria academy""}"
wiki_abandoned_merchant_siofra_river,wiki_siofra_river_spirit,share_location,share_location,"{""location"": ""siofra river""}"
wiki_eclipse_spirit,wiki_medallion_spirit,share_location,share_location,"{""location"": ""castle sol""}"
wiki_hornsent,wiki_redmane_freyja,share_location,share_location,"{""location"": ""three path cross""}"
wiki_hornsent,wiki_redmane_freyja,share_location,share_location,"{""location"": ""gravesite plain""}"
wiki_hornsent,wiki_thiollier,share_location,share_location,"{""location"": ""gravesite plain""}"
wiki_redmane_freyja,wiki_thiollier,share_location,share_location,"{""location"": ""gravesite plain""}"
wiki_hornsent_grandam,wiki_moore,share_location,share_location,"{""location"": ""tower settlement""}"
wiki_hornsent_grandam,wiki_sir_ansbach,share_location,share_location,"{""location"": ""tower settlement""}"
wiki_moore,wiki_sir_ansbach,share_location,share_location,"{""location"": ""tower settlement""}"
wiki_lost_snow_spirit,wiki_sanguine_noble_(npc),share_location,share_location,"{""location"": ""consecrated snowfield""}"
wiki_moore,wiki_sir_ansbach,share_location,share_location,"{""location"": ""outside belurat""}"
17f69cb5ad0l0i1z0lpxlgghg1a5nd,wiki_two_fingers,mentions,mention,{}
17f69aa4eebl0i201qxnapq8bgdxs,wiki_runes,mentions,mention,{}
17f69aa4eebl0i201qxnapq8bgdxs,wiki_the_lands_between,mentions,mention,{}
17f695e1877l0i1z2esul0ltnftrn,wiki_the_lands_between,mentions,mention,{}
17f695e1877l0i1z2esul0ltnftrn,wiki_strength,mentions,mention,{}
17f69575078l0i1z3hvssftszqfcdc,17f69db831dl0i20ruam154s50qorb,mentions,mention,{}
17f69575078l0i1z3hvssftszqfcdc,wiki_bosses,mentions,mention,{}
17f69575078l0i1z3hvssftszqfcdc,wiki_locations,mentions,mention,{}
17f69575078l0i1z3hvssftszqfcdc,wiki_merchants,mentions,mention,{}
17f69575078l0i1z3hvssftszqfcdc,wiki_strength,mentions,mention,{}
17f699e3818l0i1z3py7vre05m7hde,wiki_smithing_stones,mentions,mention,{}
17f699e3818l0i1z3py7vre05m7hde,wiki_strength,mentions,mention,{}
17f69557171l0i1z41hmz7jh3lkd3r,wiki_smithing_stones,mentions,mention,{}
17f69557171l0i1z41hmz7jh3lkd3r,wiki_strength,mentions,mention,{}
17f69e30537l0i1z5d38vjwm2mnuun,17f69575078l0i1z3hvssftszqfcdc,mentions,mention,{}
17f69e30537l0i1z5d38vjwm2mnuun,wiki_strength,mentions,mention,{}
17f6962abacl0i1z5t9om2a1tau3gk,wiki_strength,mentions,mention,{}
17f6968996al0i1z5x4u91mr8eawhi,wiki_strength,mentions,mention,{}
17f69ab06d7l0i1z78pkil3bve557,wiki_bosses,mentions,mention,{}
17f69d7e3b1l0i1z7a3m84mb5vo2mp,wiki_strength,mentions,mention,{}
17f698d84c6l0i1z9j88aqgzk91xi,wiki_armor,mentions,mention,{}
17f6973b0dfl0i1z9j8z53v119vieb,wiki_armor,mentions,mention,{}
17f69580265l0i1z9ldv7cl2ik9fj,wiki_armor,mentions,mention,{}
17f695b03bcl0i1z9pei7soclm9rrb,wiki_armor,mentions,mention,{}
17f69d9a17el0i1za4u32e9vwk8fod,17f696ee91el0i1zkibguxzrhqyozt,mentions,mention,{}
17f69d9a17el0i1za4u32e9vwk8fod,17f69802f8al0i1zt4cxwkj4viuw9,mentions,mention,{}
17f69d9a17el0i1za4u32e9vwk8fod,wiki_armor,mentions,mention,{}
17f6964fe20l0i1za7f9d49sepjq0m,wiki_armor,mentions,mention,{}
17f69648c8cl0i1za89md3xfqou70r,wiki_armor,mentions,mention,{}
17f696c4efbl0i1zbbjda4qxmf8kzc,17f69889ffcl0i200yg02e54y4cfe3i,mentions,mention,{}
17f696c4efbl0i1zbbjda4qxmf8kzc,17f69d2a7c6l0i20vpvqzkbel16l5d,mentions,mention,{}
17f698fdea2l0i1zeqb3eyjn1dbptq,17f69afb0abl0i1znm7l2q4q6i7jle,mentions,mention,{}
17f698fdea2l0i1zeqb3eyjn1dbptq,wiki_st._trina,mentions,mention,{}
17f69e461dfl0i1zg4jldt4yjnoys,wiki_sorceries,mentions,mention,{}
