node_id,node_type,name,description,raw_endpoint,extra_json,description_length,location_degree,drop_degree,name_length,has_image,in_degree,out_degree,betweenness,pagerank
17f697d2396l0i1utcv9km3qxcnt6m,boss,"Godfrey, First Elden Lord (golden Shade)","Physical form of Godfrey, First Elden Lord",bosses,"{""drops"": [""80,000 Runes"", ""Talisman Pouch""], ""healthPoints"": ""≈7099"", ""image"": ""https://eldenring.fanapis.com/images/bosses/17f697d2396l0i1utcv9km3qxcnt6m.png"", ""location"": ""Leyndell, Royal Capital"", ""region"": ""Altus Plateau""}",42,0,1,40,1,3,4,4.320940874904108e-06,0.0008787202603806953
17f6953f0d5l0i1uthl5j30bc50wdo,boss,Godrick The Grafted,"Godrick the Grafted is the ruler of Stormveil Castle, wielding a large golden axe. He has grafted many arms on his body, a symbol of power to all those who might try to depose him.",bosses,"{""drops"": [""Godrick's Great Rune, Remembrance of the Grafted""], ""healthPoints"": ""6080"", ""image"": ""https://eldenring.fanapis.com/images/bosses/17f6953f0d5l0i1uthl5j30bc50wdo.png"", ""location"": ""Stormveil Castle"", ""region"": ""Limgrave""}",180,0,0,19,1,0,12,0.0,0.0005084358134138552
17f69c1bc31l0i1utrgxwhdp1csdis,boss,Godskin Apostle,"The apostles, one said to serve Destined Death, are wielders of the god-slaying black flame. But after their defeat by Maliketh, the Black Blade, the source of their power was sealed away.",bosses,"{""drops"": [""70k Runes"", ""Godskin Swaddling Cloth"", ""Black Flame Ritual""], ""healthPoints"": ""???"", ""image"": ""https://eldenring.fanapis.com/images/bosses/17f69c1bc31l0i1utrgxwhdp1csdis.png"", ""location"": ""Spiritcaller's Cave"", ""region"": ""Caelid""}",188,1,0,15,1,1,1,0.0,0.0005861335691244332
17f69c68871l0i1utx4r38kpdj1yil,boss,Godskin Apostle And Godskin Noble,"They are found in their spirit forms, spawned by the opportunist Spirit-Caller Snail.",bosses,"{""drops"": [""70,000 Runes"", ""Godskin Swaddling Cloth x1"", ""Black Flame Ritual x1""], ""healthPoints"": ""???"", ""image"": ""https://eldenring.fanapis.com/images/bosses/17f69c68871l0i1utx4r38kpdj1yil.png"", ""location"": ""Spiritcaller Cave, Mountaintops of the Giants"", ""region"": ""Mountaintops of the Giants""}",85,0,0,33,1,3,6,0.0,0.0006752107107834104
17f69e15137l0i1uu7e0w9qynlhveh,boss,Death Rite Bird,Immense bird skeleton with crow-like features. Rushes to battle from above while wielding a giant spear.,bosses,"{""drops"": [""77,000 Runes"", ""Death Ritual Spear"", ""18,000 Runes"", ""Death' Poker""], ""healthPoints"": ""≈2750"", ""image"": ""https://eldenring.fanapis.com/images/bosses/17f69e15137l0i1uu7e0w9qynlhveh.png"", ""location"": ""Mountaintops of the Giants"", ""region"": ""Mountaintops of the Giants""}",104,0,1,15,1,5,5,8.42029503827467e-06,0.000880202908520659
17f69b45618l0i1uuc1z6qlw7hnnq,boss,Godskin Apostle,"The apostles, one said to serve Destined Death, are wielders of the god-slaying black flame. But after their defeat by Maliketh, the Black Blade, the source of their power was sealed away.",bosses,"{""drops"": [""14,000 Runes"", ""Godskin Peeler"", ""Scouring Black Flame"", ""94,000 Runes"", ""Godskin Apostle Hood"", ""Godskin Apostle Robe"", ""Godskin Apostle Bracers"", ""Godskin Apostle Trousers"", ""70,000 Runes"", ""Godskin Swaddling Cloth"", ""Black Flame Ritual""], ""healthPoints"": ""≈10,000"", ""image"": ""https://eldenring.fanapis.com/images/bosses/17f69b45618l0i1uuc1z6qlw7hnnq.png"", ""location"": ""Altus Plateau, Caelid"", ""region"": ""Altus Plateau""}",188,0,1,15,1,7,10,3.564380531239579e-05,0.0008308679719721193
17f69814439l0i1uuifby3b0bn9gs,boss,Godskin Noble,The most aggresive of the Godskin.,bosses,"{""drops"": [""70,000 Runes"", ""Godskin Swaddling Cloth"", ""Black Flame Ritual"", ""50,000 Runes"", ""Godskin Stitcher"", ""Noble Presence""], ""healthPoints"": ""≈10,000"", ""image"": ""https://eldenring.fanapis.com/images/bosses/17f69814439l0i1uuifby3b0bn9gs.png"", ""location"": ""Spiritcaller's Cave,Volcano Manor, "", ""region"": ""Mount Gelmir""}",34,1,1,13,1,2,7,4.43173423067088e-06,0.0006394880745377782
17f69bf253bl0i1uuma3733w2zwodm,boss,Grafted Scion,"An amorphous blob that wields two swords and a shield, and appears to be grafted with multiple arms.",bosses,"{""drops"": [""1176 Runes"", ""583 runes-currency-elden-ring-wiki-guide-18 Runes"", ""3200 Runes"", ""1283 Runes"", ""Larval Tear"", ""2313 runes-currency-elden-ring-wiki-guide-18 Runes"", ""12800 Runes (NG+1)"", ""Ornamental Straight Sword"", ""Golden Beast Crest Shield""], ""healthPoints"": ""???"", ""image"": ""https://eldenring.fanapis.com/images/bosses/17f69bf253bl0i1uuma3733w2zwodm.png"", ""location"": ""Tutorial Area"", ""region"": ""Liurnia of the Lakes""}",100,0,2,13,1,0,2,0.0,0.0005084358134138552
17f695140e9l0i1uuu2pjzqqsbskl,boss,Great Wyrm Theodorix,A dragon wyrm with immense power.,bosses,"{""drops"": [""180,000 Runes"", ""Dragon Heart x3""], ""healthPoints"": ""≈35,000"", ""image"": ""https://eldenring.fanapis.com/images/bosses/17f695140e9l0i1uuu2pjzqqsbskl.png"", ""location"": ""North of Albinauric Rise in Mountaintops of the Giants"", ""region"": ""Mountaintops of the Giants""}",33,0,0,20,1,0,0,0.0,0.0005084358134138552
17f695022a1l0i1uv9aohy5ip9yh9f,boss,"Hoarah Loux, Warrior",Chieftain of the Badland Warriors.,bosses,"{""drops"": [""300000 Runes"", ""Remembrance of Hoarah Loux""], ""healthPoints"": ""???"", ""image"": ""https://eldenring.fanapis.com/images/bosses/17f695022a1l0i1uv9aohy5ip9yh9f.png"", ""location"": ""Leyndell, Ashen Capital."", ""region"": ""Altus Plateau""}",34,0,1,20,1,0,6,0.0,0.0005084358134138552
17f69a5abc3l0i1uvfn18gmmqaf8jvj,boss,Kindred Of Rot,"Large, prawn-like creatures skilled at melee combat. Its Pest's Glaive poses a menace when wielded by these agile beings.",bosses,"{""drops"": [""10000 Runes"", ""Kindred of Rot's Exultation""], ""healthPoints"": ""≈4000"", ""image"": ""https://eldenring.fanapis.com/images/bosses/17f69a5abc3l0i1uvfn18gmmqaf8jvj.png"", ""location"": ""Mt. Gelmir"", ""region"": ""Mount Gelmir""}",121,0,0,14,1,5,3,0.0,0.0009375580970354849
17f69cbe6cbl0i1uvgek1x2hoimz99,boss,Guardian Golem,"The Guardian Golem, magical constructs that has been cut and chiseled from stone. It is the sole guardian of the Highroad Cave who holds a precious item.",bosses,"{""drops"": [""1700 Runes"", ""Blue Dancer Charm""], ""healthPoints"": ""???"", ""image"": ""https://eldenring.fanapis.com/images/bosses/17f69cbe6cbl0i1uvgek1x2hoimz99.png"", ""location"": ""Highroad Cave"", ""region"": ""Limgrave""}",153,1,0,14,1,0,1,0.0,0.0005084358134138552
17f698b6791l0i1uvgjwlxwarfpe7a,boss,Godskin Duo,"A complementing pair of creatures extremely well versed in dual-battling. These beings achieve an exceptionally balance in combat, resulting in a devastating synergy.",bosses,"{""drops"": [""170000 Runes"", ""Smithing-Stone Miner's Bell Bearing [4]"", ""Ash of War: Black Flame Tornado""], ""healthPoints"": ""≈24,000"", ""image"": ""https://eldenring.fanapis.com/images/bosses/17f698b6791l0i1uvgjwlxwarfpe7a.png"", ""location"": ""Crumbling Farum Azula"", ""region"": ""Altus Plateau""}",166,0,0,11,1,1,5,0.0,0.0005805042554833865
17f69b5bcb4l0i1uvn888e99evsdgh,boss,Kindred Of Rot,"Large, prawn-like creatures skilled at melee combat. Its Pest's Glaive poses a menace when wielded by these agile beings.",bosses,"{""drops"": [""10000 Runes"", ""Kindred of Rot's Exultation""], ""healthPoints"": ""≈4000"", ""image"": ""https://eldenring.fanapis.com/images/bosses/17f69a5abc3l0i1uvfn18gmmqaf8jvj.png"", ""location"": ""Seethewater Cave"", ""region"": ""Mount Gelmir""}",121,1,0,14,1,0,1,0.0,0.0005084358134138552
17f69644c82l0i1uw7sqlk2v4b6bfg,boss,Leonine Misbegotten,"Aggressive and feral, the Misbegotten sees nothing but rage",bosses,"{""drops"": [""3800 Runes"", ""Grafted Blade Greatsword""], ""healthPoints"": ""14,272"", ""image"": ""https://eldenring.fanapis.com/images/bosses/17f69644c82l0i1uw7sqlk2v4b6bfg.png"", ""location"": ""Castle Morne, Weeping Peninsula"", ""region"": ""Weeping Peninsula""}",59,1,1,19,1,0,15,0.0,0.0005084358134138552
17f699223e7l0i1uwcol7wflmcgajb,boss,Lichdragon Fortissax,Massive four winged black dragon with the ability to wield lightning.,bosses,"{""drops"": [""90000 Runes"", ""Remembrance of the Lichdragon""], ""healthPoints"": ""≈2200"", ""image"": ""https://eldenring.fanapis.com/images/bosses/17f699223e7l0i1uwcol7wflmcgajb.png"", ""location"": ""Deeproot Depths"", ""region"": ""Limgrave""}",69,0,1,20,1,1,1,6.64760134600632e-07,0.0009408464658310438
17f69a078e0l0i1uwdp4xqjq6cpbxl,boss,Mad Pumpkin Head,A huge ogre-looking creature that has a large pumpkin helmet worn on its head. It wields a massive flail and seems to be guarding something or someone against intruders.,bosses,"{""drops"": [""6300 Runes""], ""healthPoints"": ""≈10,500"", ""image"": ""https://eldenring.fanapis.com/images/bosses/17f69a078e0l0i1uwdp4xqjq6cpbxl.png"", ""location"": ""Waypoint Ruins, Limgrave, Caelem Ruins, Caelid"", ""region"": ""Limgrave""}",169,2,0,16,1,7,26,0.0002518111389867194,0.0007265959326422757
17f69bfa759l0i1uwfa0yrdvzcov1i,boss,Magma Wyrm,"A large lesser dragon with bronze-colored scales covering its body. Magma Wyrms inhabit deep cave systems and volcanos, thriving within lava-flooded environments. ",bosses,"{""drops"": [""7500 Runes"", ""Dragon Heart"", ""Moonveil""], ""healthPoints"": ""7000"", ""image"": ""https://eldenring.fanapis.com/images/bosses/17f69bfa759l0i1uwfa0yrdvzcov1i.png"", ""location"": ""Gael Tunnel"", ""region"": ""Caelid""}",163,1,2,10,1,0,3,0.0,0.0005084358134138552
17f696318a4l0i1uwi4cr4u43opdj5,boss,Lion Guardian,The Lion Guardian of Stormveil has been coerced into service by cruel means,bosses,"{""drops"": [""2350""], ""healthPoints"": ""≈2350"", ""image"": ""https://eldenring.fanapis.com/images/bosses/17f696318a4l0i1uwi4cr4u43opdj5.png"", ""location"": ""Stormveil Castle"", ""region"": ""Limgrave""}",75,0,0,13,1,1,11,0.0,0.0005444700344486208
17f69a48308l0i1ux3rigvv37tx84f,boss,"Malenia, Blade Of Miquella",...Heed my words. I am Malenia. Blade of Miquella. And I have never known defeat.,bosses,"{""drops"": [""Malenia's Great Rune"", ""Remembrance of the Rot Goddess"", ""480,000 Runes""], ""healthPoints"": ""≈26,128"", ""image"": ""https://eldenring.fanapis.com/images/bosses/17f69a48308l0i1ux3rigvv37tx84f.png"", ""location"": ""Elphael, Brace of the Haligtree"", ""region"": ""Consecrated Snowfield""}",81,0,1,26,1,0,1,0.0,0.0005084358134138552
17f69dbf58cl0i1ux7vft8wsk6ejbb,boss,"Maliketh, The Black Blade","O, Death. Become my blade once more.",bosses,"{""drops"": [""220,000 Runes"", ""Other Drops"", ""Remembrance of the Black Blade""], ""healthPoints"": ""≈10620"", ""image"": ""https://eldenring.fanapis.com/images/bosses/17f69dbf58cl0i1ux7vft8wsk6ejbb.png"", ""location"": ""Crumbling Farum Azula"", ""region"": ""Altus Plateau""}",36,0,1,25,1,3,4,1.994280403801896e-06,0.0007947873935352569
17f699a40dfl0i1ux9v66kv7dyxcqx,boss,Miranda The Blighted Bloom,A giant poison flower that is deadlier than it looks.,bosses,"{""drops"": [""2100 Runes"", ""Viridian Amber Medallion"", ""8500 Runes"", ""Great Omenkiller Cleaver""], ""healthPoints"": ""???"", ""image"": ""https://eldenring.fanapis.com/images/bosses/17f699a40dfl0i1ux9v66kv7dyxcqx.png"", ""location"": ""Weeping Peninsula: Tombsward Cave, Altus Plains: Perfumer's Grotto"", ""region"": ""Weeping Peninsula""}",53,0,1,26,1,0,1,0.0,0.0005084358134138552
17f69e11c75l0i1uxa6gb2wpb12ipb,boss,Mimic Tear,"An eccentric being capable of taking a comprehensive shape of its adversary, ranging from body features to armament.",bosses,"{""drops"": [""10000 Runes"", ""Larval Tear x2"", ""Silver Tear Mask""], ""healthPoints"": ""≈19,536"", ""image"": ""https://eldenring.fanapis.com/images/bosses/17f69e11c75l0i1uxa6gb2wpb12ipb.png"", ""location"": ""Nokron, Eternal City"", ""region"": ""Limgrave""}",116,0,0,10,1,1,0,0.0,0.0007246411396224494
17f698a5648l0i1uxs5sk4eq7dy3vh,boss,Misbegotten Crusader,The Lord of Frenzied Flame.,bosses,"{""drops"": [""93000 Runes"", ""Golden Order Greatsword""], ""healthPoints"": ""≈2200"", ""image"": null, ""location"": ""Cave of the Forlorn in Mountaintops of the Giants"", ""region"": ""Mountaintops of the Giants""}",27,0,1,20,0,0,1,0.0,0.0005084358134138552
17f697f4363l0i1uy2tk9e7g2jqcu,boss,"Mohg, Lord Of Blood","Welcome, honored guest. To the birthplace of our Dynasty!",bosses,"{""drops"": [""420,000 Runes"", ""Mohg's Great Rune"", ""Remembrance of the Blood Lord""], ""healthPoints"": ""≈38,848"", ""image"": ""https://eldenring.fanapis.com/images/bosses/17f697f4363l0i1uy2tk9e7g2jqcu.png"", ""location"": ""Mohgwyn Palace"", ""region"": ""Limgrave""}",57,0,0,19,1,0,0,0.0,0.0005084358134138552
17f69a3b2f2l0i1uy2usy0fea155ms,boss,"Mohg, The Omen",The Lord of Frenzied Flame,bosses,"{""drops"": [""100,000 Runes"", ""Bloodflame Talons""], ""healthPoints"": ""???"", ""image"": ""https://eldenring.fanapis.com/images/bosses/17f697f4363l0i1uy2tk9e7g2jqcu.png"", ""location"": ""Subterranean Shunning-Grounds"", ""region"": ""Altus Plateau""}",26,0,0,14,1,0,0,0.0,0.0005084358134138552
17f69d3101al0i1uyefex03ulrqazi,boss,Magma Wyrm Makar,Aggressive Fire Wyrm guarding the entrance to Altus Plains from any who attempt to bypass the lift,bosses,"{""drops"": [""24000 Runes"", ""Magma Wyrm's Scalesword"", ""72000 Runes"", ""Dragon Heart""], ""healthPoints"": ""≈2200"", ""image"": ""https://eldenring.fanapis.com/images/bosses/17f69d3101al0i1uyefex03ulrqazi.png"", ""location"": ""Ruin-Strewn Precipice"", ""region"": ""Altus Plateau""}",98,1,2,16,1,0,7,0.0,0.0005084358134138552
17f69d237f0l0i1uytr06ed4gz92qdj,boss,Necromancer Garris,A humanoid necromancer draped in a red cloth. Efficient in the death sorceries.,bosses,"{""drops"": [""0 Runes"", ""Family Heads""], ""healthPoints"": ""Field Boss"", ""image"": ""https://eldenring.fanapis.com/images/bosses/17f69d237f0l0i1uytr06ed4gz92qdj.png"", ""location"": ""Sage's Cave, Altus Plateau"", ""region"": ""Altus Plateau""}",79,1,1,18,1,3,5,2.5260885114824016e-05,0.0007021927017610915
17f6963b02cl0i1uyzthmeyyq45wna,boss,Nox Swordstress & Nox Priest,"A duo of warriors comprised of the female Swordstress, who uses a sword with a whip-like function to attack at medium range and a male Priest who uses spells from afar.",bosses,"{""drops"": [""6,400 Runes"", ""Nox Flowing Sword""], ""healthPoints"": ""???"", ""image"": ""https://eldenring.fanapis.com/images/bosses/17f6963b02cl0i1uyzthmeyyq45wna.png"", ""location"": ""Sellia, Town of Sorcery, Caelid"", ""region"": ""Caelid""}",168,0,1,28,1,1,11,6.64760134600632e-07,0.0005416981712921005
17f69a6c3fcl0i1uyzw7a7ssn0qlpp,boss,Night's Cavalry,"Imposing knight figure atop a dark steed, wielding a large flail or halberd.",bosses,"{""drops"": [""2400 Runes"", ""Ash of War: Repeating Thrust"", ""3400 Runes"", ""Ash of War: Barricade Shield"", ""5600 Runes"", ""Ash of War: Ice Spear"", ""8500 Runes"", ""Ash of War: Poison Moth Flight"", ""10000 Runes"", ""Ash of War: Phantom Slash"", ""36000 Runes"", ""Ash of War: Phantom Slash"", ""42000 Runes"", ""Ash of War:Bloodhound's Step"", ""84000 Runes"", ""Night's Calvary Set""], ""healthPoints"": ""≈2200"", ""image"": ""https://eldenring.fanapis.com/images/bosses/17f69a6c3fcl0i1uyzw7a7ssn0qlpp.png"", ""location"": ""Many"", ""region"": ""Limgrave""}",76,0,0,15,1,0,0,0.0,0.0005084358134138552
17f69a1be26l0i1uz1kl2dyuibof4d,boss,Omenkiller,An omninous figure wielding two serrated swords.,bosses,"{""drops"": [""4900 Runes"", ""Crucible Knot Talisman"", ""8400 Runes"", ""Great Omenkiller Cleaver"", ""Great Omenkiller Cleaver""], ""healthPoints"": ""≈2200"", ""image"": ""https://eldenring.fanapis.com/images/bosses/17f69a1be26l0i1uz1kl2dyuibof4d.png"", ""location"": ""Village of the Albinaurics, Volcano Manor, Perfumer's Grotto"", ""region"": ""Liurnia of the Lakes""}",48,1,2,10,1,4,5,2.2791776043450244e-05,0.0007386602998172364
17f69a36cf8l0i1uz6gmzy0dr777k,boss,Onyx Lord,"The Onyx Lords, who had skin of stone, were called lords in reverential fear of their destructive power.",bosses,"{""drops"": [""16000 Runes"", ""Onyx Lord's Greatsword""], ""healthPoints"": ""???"", ""image"": ""https://eldenring.fanapis.com/images/bosses/17f69a36cf8l0i1uz6gmzy0dr777k.png"", ""location"": ""Sealed Tunnel, Royal Grave Evergaol"", ""region"": ""Liurnia of the Lakes""}",104,2,1,9,1,0,5,0.0,0.0005084358134138552
17f699438b8l0i1uze1493a9h5ipk3,boss,Perfumer Tricia,"A long range spellcaster complemented by an armored, short-distance warrior.",bosses,"{""drops"": [""9400 Runes"", ""Other Drops""], ""healthPoints"": ""≈1024"", ""image"": ""https://eldenring.fanapis.com/images/bosses/17f699438b8l0i1uze1493a9h5ipk3.png"", ""location"": ""Unsightly Catacombs, Mt. Gelmir"", ""region"": ""Mount Gelmir""}",76,1,0,15,1,3,6,1.994280403801896e-06,0.00067717156526163
17f699ad704l0i1uzmqfup4jxyto7,boss,Putrid Grave Warden Duelist,"Grave Wardens protect the secrets of the ancients, but the corruption of the land has affected them too",bosses,"{""drops"": [""78,000 Runes"", ""Great Grave Glovewort"", ""Rotten Gravekeeper Cloak""], ""healthPoints"": ""≈2200"", ""image"": ""https://eldenring.fanapis.com/images/bosses/17f699ad704l0i1uzmqfup4jxyto7.png"", ""location"": ""Consecrated Snowfield Catacombs, Consecrated Snowfield."", ""region"": ""Consecrated Snowfield""}",103,1,1,27,1,0,2,0.0,0.0005084358134138552
17f697e343bl0i1uznxx67p026exqf,boss,Pumpkin Head,The breaking disrupted the flora and fauna of the region. Some took a rather intense liking to the larger plants that emerged,bosses,"{""drops"": [""291 Runes"", ""Pumpkin Helm"", ""Sanctuary Stone""], ""image"": ""https://eldenring.fanapis.com/images/bosses/17f697e343bl0i1uznxx67p026exqf.png"", ""location"": ""Castle Morne, Weeping Peninsula"", ""region"": ""Weeping Peninsula""}",125,1,1,12,1,1,14,2.2158671153354398e-07,0.0005372631902416678
17f69cfaee3l0i1uzongoyxg1dptid,boss,Putrid Tree Spirit,A blood-rotted tree that has found life despite the death that consumes it.,bosses,"{""drops"": [""67,200 Runes "", ""Redmane Knight Ogha Spirit Ashes"", ""Golden Seed""], ""healthPoints"": ""≈18091"", ""image"": ""https://eldenring.fanapis.com/images/bosses/17f69cfaee3l0i1uzongoyxg1dptid.png"", ""location"": ""War-Dead Catacombs"", ""region"": ""Caelid""}",75,1,1,18,1,0,2,0.0,0.0005084358134138552
17f69bc8bd6l0i1v03619u4s9j9ql,boss,Radagon Of The Golden Order,"Lord Radagon was a great champion, possessed of flowing red locks. He came to these lands at the head of a great golden host, when he met Lady Rennala in battle. He soon repented his territorial transgressions though, and became husband to the Carian Queen. However. When Godfrey, first Elden Lord, was hounded from the Lands Between, Radagon left Rennala to return to the Erdtree Capital, becoming Queen Marika's second husband and King Consort. Taking the title... of second Elden Lord.",bosses,"{""drops"": [""N/A""], ""healthPoints"": ""≈13339"", ""image"": ""https://eldenring.fanapis.com/images/bosses/17f69bc8bd6l0i1v03619u4s9j9ql.png"", ""location"": ""Elden Throne"", ""region"": ""Altus Plateau""}",488,0,0,27,1,1,0,0.0,0.0007246411396224494
17f6992c3e3l0i1v0af3d14p4dcgzx,boss,Red Wolf Of Radagon,"Fierce guardian and protector of its master, even when it has long left.",bosses,"{""drops"": [""14000 Runes"", ""Memory Stone""], ""healthPoints"": ""≈2204"", ""image"": ""https://eldenring.fanapis.com/images/bosses/17f6992c3e3l0i1v0af3d14p4dcgzx.png"", ""location"": ""Raya Lucaria Academy, Liurnia of the Lakes"", ""region"": ""Liurnia of the Lakes""}",72,0,1,19,1,5,30,5.364772562449624e-05,0.00060221424915118
