node_id,node_type,name,description,source,metadata,community,centrality
17f69ac6809l0i1zex4m9c2k1sz6qb,item,Nomadic Warrior's Cookbook [15],A record of crafting techniques left by nomad warriors. Contains knowledge for surviving in the face of utter scarcity.,api,"{""image"": ""https://eldenring.fanapis.com/images/items/17f69ac6809l0i1zex4m9c2k1sz6qb.png"", ""type"": ""Misc""}",68,0.0
17f6998506bl0i1zf11urklhzx6yy,item,Nomadic Warrior's Cookbook [17],A record of crafting techniques left by roaming nomad warriors.,api,"{""image"": ""https://eldenring.fanapis.com/images/items/17f6998506bl0i1zf11urklhzx6yy.png"", ""type"": ""Misc""}",69,0.0
17f6980d0c8l0i1zf5catnqhzzcq4d,item,Nomadic Warrior's Cookbook [8],A record of crafting techniques left by roaming nomad warriors.,api,"{""image"": ""https://eldenring.fanapis.com/images/items/17f6980d0c8l0i1zf5catnqhzzcq4d.png"", ""type"": ""Misc""}",70,0.0
17f696a2658l0i1zfdy9wqeumcm1p5,item,Nomadic Warrior's Cookbook [18],A record of crafting techniques left by roaming nomad warriors.,api,"{""image"": ""https://eldenring.fanapis.com/images/items/17f696a2658l0i1zfdy9wqeumcm1p5.png"", ""type"": ""Misc""}",71,0.0
17f69e20663l0i1zfivaz2gkciocs,item,Nomadic Warrior's Cookbook (19),A record of crafting techniques left by roaming nomad warriors. Contains knowledge for surviving in the face of utter scarcity.,api,"{""image"": ""https://eldenring.fanapis.com/images/items/17f69e20663l0i1zfivaz2gkciocs.png"", ""type"": ""Misc""}",72,0.0
17f697ce7a2l0i1zfkaqx67yaqq3in,item,Nomadic Warrior's Cookbook [20],A record of crafting techniques left by nomad warriors.,api,"{""image"": ""https://eldenring.fanapis.com/images/items/17f697ce7a2l0i1zfkaqx67yaqq3in.png"", ""type"": ""Misc""}",73,0.0
17f69de8f6el0i1zfmu2hggk0w6xoe,item,Nomadic Warrior's Cookbook [21],A record of crafting techniques left by nomad warriors. Contains knowledge for surviving in the face of utter scarcity. Acquire the knowledge to craft the following: -Alluring Pot,api,"{""image"": ""https://eldenring.fanapis.com/images/items/17f69de8f6el0i1zfmu2hggk0w6xoe.png"", ""type"": ""Misc""}",74,0.0
17f69d22004l0i1zg3o0zd1cmdml6u,item,Nomadic Warrior's Cookbook [24],A record of crafting techniques left by nomad warriors.,api,"{""image"": ""https://eldenring.fanapis.com/images/items/17f69d22004l0i1zg3o0zd1cmdml6u.png"", ""type"": ""Misc""}",75,0.0
17f69e461dfl0i1zg4jldt4yjnoys,item,Glintstone Craftsman's Cookbook [1],"A record of crafting techniques left by a glintstone craftsman who served the academy. Contains information on ""faux sorceries,""such as they were called.",api,"{""image"": ""https://eldenring.fanapis.com/images/items/17f69e461dfl0i1zg4jldt4yjnoys.png"", ""type"": ""Misc""}",76,0.0
17f69b0fee6l0i1zg4tyg6lrae4tbe,item,Glintstone Craftsman's Cookbook [2],A record of crafting techniques left by a glintstone craftsman who served the Academy.,api,"{""image"": ""https://eldenring.fanapis.com/images/items/17f69b0fee6l0i1zg4tyg6lrae4tbe.png"", ""type"": ""Misc""}",77,0.0
17f69c179b8l0i1zgf7yrmwlblu65f,item,Nomadic Warrior's Cookbook [22],A record of crafting techniques left by roaming nomad warriors. Contains knowledge for surviving in the face of utter scarcity. Acquire the knowledge to craft the following: -Rot Pot -Rot Grease -Drawstring Rot Grease,api,"{""image"": ""https://eldenring.fanapis.com/images/items/17f69c179b8l0i1zgf7yrmwlblu65f.png"", ""type"": ""Misc""}",126,0.0006379495466247616
17f69ca6512l0i1zgmwo4po0v83oq8,item,Glintstone Craftsman's Cookbook [3],"Contains a record of crafting techniques left by a glintstone craftsman who served the Academy. Contains information on ""faux sorceries,""such as they were called.",api,"{""image"": ""https://eldenring.fanapis.com/images/items/17f69ca6512l0i1zgmwo4po0v83oq8.png"", ""type"": ""Misc""}",76,0.0
17f69a51206l0i1zgo366ludyegee,item,Glintstone Craftsman's Cookbook [4],"A record of crafting techniques left by a glintstone craftsman who served the academy. Contains information on ""faux sorceries,""such as they were called. Acquire the knowledge to craft the following: -Magic Pot -Roped Magic Pot -Shield Grease",api,"{""image"": ""https://eldenring.fanapis.com/images/items/17f69a51206l0i1zgo366ludyegee.png"", ""type"": ""Misc""}",76,0.0
17f697db6a5l0i1zgqp6vwj9feu18h,item,Glintstone Craftsman's Cookbook [5],A record of crafting techniques left by a glintstone craftsman who served the academy.,api,"{""image"": ""https://eldenring.fanapis.com/images/items/17f697db6a5l0i1zgqp6vwj9feu18h.png"", ""type"": ""Misc""}",78,0.0
17f69d1dd3cl0i1zh08kyvg85za7ud,item,Glintstone Craftsman's Cookbook [6],A record of crafting techniques left by a glintstone craftsman who served the academy.,api,"{""image"": ""https://eldenring.fanapis.com/images/items/17f69d1dd3cl0i1zh08kyvg85za7ud.png"", ""type"": ""Misc""}",79,0.0
17f69baa90dl0i1zh8h3353r1wz8f8,item,Nomadic Warrior's Cookbook [23],A record of crafting techniques left by nomad warriors.,api,"{""image"": ""https://eldenring.fanapis.com/images/items/17f69baa90dl0i1zh8h3353r1wz8f8.png"", ""type"": ""Misc""}",80,0.0
17f699eb929l0i1zhbm10vm1rnqhn0i,item,Glintstone Craftsman's Cookbook [8],"A record of crafting techniques left by a glintstone craftsman who served the Academy. Contains information on ""faux sorceries,""such as they were called. Acquire the knowledge to craft the following: - Academy Magic Pot",api,"{""image"": ""https://eldenring.fanapis.com/images/items/17f699eb929l0i1zhbm10vm1rnqhn0i.png"", ""type"": ""Misc""}",76,0.0
17f698e27d3l0i1zhco4l1yq3r6c7x,item,Glintstone Craftsman's Cookbook (7),"A record ofcrafting techniques left by a glintstone craftsman who served the Academy. Contains information on ""faux sorceries,""such as they were called.",api,"{""image"": ""https://eldenring.fanapis.com/images/items/17f698e27d3l0i1zhco4l1yq3r6c7x.png"", ""type"": ""Misc""}",76,0.0
17f69775681l0i1zhfktji7qpekgeb,item,Frenzied's Cookbook [1],A record of crafting techniques left by those afflicted by the madness of the flame of frenzy. Contains techniques discovered in desperation.,api,"{""image"": ""https://eldenring.fanapis.com/images/items/17f69775681l0i1zhfktji7qpekgeb.png"", ""type"": ""Misc""}",66,3.2992010893791306e-05
17f69cae817l0i1zhm8oiev20icuyf,item,Frenzied Cookbook,A record of crafting techniques left by those afflicted by the madness of the flame of frenzy.,api,"{""image"": ""https://eldenring.fanapis.com/images/items/17f69cae817l0i1zhm8oiev20icuyf.png"", ""type"": ""Misc""}",66,3.2992010893791306e-05
17f69d93f0bl0i1zi1do78bjwzjpo,item,Perfumer's Cookbook [2],A record of crafting techniques left by a depraved perfumer.,api,"{""image"": ""https://eldenring.fanapis.com/images/items/17f69d93f0bl0i1zi1do78bjwzjpo.png"", ""type"": ""Misc""}",82,0.0
17f69a4e1eel0i1zi2q9em38bfes5f,item,Perfumer's Cookbook [1],A record of crafting techniques left by a military perfumer. Contains martial techniques beyond the repertoire of an ordinary physician.,api,"{""image"": ""https://eldenring.fanapis.com/images/items/17f69a4e1eel0i1zi2q9em38bfes5f.png"", ""type"": ""Misc""}",83,0.0
17f698347edl0i1zi4edg1khr0lppf,item,Perfumer's Cookbook [3],A record of crafting techniques left by a depraved perfumer.,api,"{""image"": ""https://eldenring.fanapis.com/images/items/17f698347edl0i1zi4edg1khr0lppf.png"", ""type"": ""Misc""}",84,0.0
17f6974b90fl0i1zi5dk04ssmsdf7,item,Perfumer's Cookbook [4],A record of crafting techniques left by a depraved perfumer. Contains perilous techniques no ordinary physician would attempt.,api,"{""image"": ""https://eldenring.fanapis.com/images/items/17f6974b90fl0i1zi5dk04ssmsdf7.png"", ""type"": ""Misc""}",85,0.0
17f69c972e4l0i1ziaqbmt5nn2nfxk,item,Ancient Dragon Apostle's Cookbook [1],"A record of crafting techniques taught by the capital's ancient dragon cult. Details techniques that harness lightning, the weapon of the ancient dragons.",api,"{""image"": ""https://eldenring.fanapis.com/images/items/17f69c972e4l0i1ziaqbmt5nn2nfxk.png"", ""type"": ""Misc""}",86,0.0
17f69b9584al0i1zivdht7fbjv2zjq,item,Ancient Dragon Apostle's Cookbook [2],"A record of crafting techniques taught by the capital's ancient dragon cult. Details techniques that harness lightning, the weapon of the ancient dragons. Acquire the knowledge to craft the following: -Lightning Pots -Roped Lightning Pots",api,"{""image"": ""https://eldenring.fanapis.com/images/items/17f69b9584al0i1zivdht7fbjv2zjq.png"", ""type"": ""Misc""}",87,0.0
17f69b12521l0i1zivlbebkgvvzsal,item,Ancient Dragon Apostle's Cookbook [3],"A record of crafting techniques taught by the capital's ancient dragon cult. Details techniques that harness lightning, the weapon of the ancient dragons.",api,"{""image"": ""https://eldenring.fanapis.com/images/items/17f69b12521l0i1zivlbebkgvvzsal.png"", ""type"": ""Misc""}",88,0.0
17f69b4a217l0i1zix90eaz2cyjd06r,item,Ancient Dragon Apostle's Cookbook [4],"A record of crafting techniques taught by the capital's ancient dragon cult. Details techniques that harness lightning, the weapon of the ancient dragons. Acquire the knowledge to craft the following: - Ancient Dragonbolt Pot - Lightningproof Dried Liver",api,"{""image"": ""https://eldenring.fanapis.com/images/items/17f69b4a217l0i1zix90eaz2cyjd06r.png"", ""type"": ""Misc""}",89,0.0
17f69aa268al0i1zj0rfdsne7y1g1w,item,Flask Of Crimson Tears,"A sacred flask modelled after a golden holy chalice that was once graced by a tear of life. Filled with crimson tears, this flask restores HP with use. Rest at a site of grace to replenish. It is said that a Finger Maiden will bestow two such chalices upon the chosen Tarnished when they meet.",api,"{""image"": ""https://eldenring.fanapis.com/images/items/17f69aa268al0i1zj0rfdsne7y1g1w.png"", ""type"": ""-""}",90,0.0012192836318200744
17f69c3ff84l0i1zj2p7ufmf8aagmk,item,Flask Of Cerulean Tears,"A sacred flask modelled after a golden holy chalice that was once graced by a tear of life. Filled with cerulean tears, this flask restores FP with use. Rest at a site of grace to replenish. It is said that a Finger Maiden will bestow two such chalices upon the chosen Tarnished when they meet.",api,"{""image"": ""https://eldenring.fanapis.com/images/items/17f69c3ff84l0i1zj2p7ufmf8aagmk.png"", ""type"": ""-""}",91,0.0
17f69d8aa5fl0i1zjnvamum74phqg,item,Scriptstone,"Ruin fragment inscribed with letters. Craftable item. Reveals additional messages from other worlds. Words are gregarious things, drawn to one another much as people are.",api,"{""image"": ""https://eldenring.fanapis.com/images/items/17f69d8aa5fl0i1zjnvamum74phqg.png"", ""type"": ""- ""}",66,0.0
17f69724116l0i1zjot8ai6wb8tnwb,item,Holy Water Pot,Craftable item prepared using a cracked pot. Enchanted by incantations of the Golden Order.,api,"{""image"": ""https://eldenring.fanapis.com/images/items/17f69724116l0i1zjot8ai6wb8tnwb.png"", ""type"": ""- ""}",42,0.0
17f69cb38bfl0i1zjpuu6hdk5bkppp,item,Rainbow Stone,Ruin Fragment that has undergone some simple processing.,api,"{""image"": ""https://eldenring.fanapis.com/images/items/17f69cb38bfl0i1zjpuu6hdk5bkppp.png"", ""type"": ""- ""}",66,0.0
17f6987a37cl0i1zjt7mvguxdthe1,item,Roped Fire Pot,Craftable item prepared using a cracked pot.,api,"{""image"": ""https://eldenring.fanapis.com/images/items/17f6987a37cl0i1zjt7mvguxdthe1.png"", ""type"": ""Str A Dex C"", ""obtainedFrom"": ""Str A Dex C""}",42,0.0
17f699d2c14l0i1zju94uo7sodfgrt,item,Rowa Raisin,Preparation of dried Rowa fruit.,api,"{""image"": ""https://eldenring.fanapis.com/images/items/17f699d2c14l0i1zju94uo7sodfgrt.png"", ""type"": ""- ""}",6,0.0
17f69af87d1l0i1zkawkfivu9nltzr,item,Glowstone,"Polished Ruin Fragment that shines brighter than a Rainbow Stone. Craftable item. Emits light from the location it is placed, illuminating surroundings. However, the effect is short-lived, and it lacks the diverse colors of rainbow stones. May serve some benefit in dark places, or at night.",api,"{""image"": ""https://eldenring.fanapis.com/images/items/17f69af87d1l0i1zkawkfivu9nltzr.png"", ""type"": ""- ""}",66,0.0
17f69cd6520l0i1zkfatyirikr6qrf,item,Pauper's Rune,"Grace that dwells within the inhabitants of The Lands Between; the lingering residue of gold. Use to gain a few runes. For all that they may be feeble things, these runes will act as nourishment for the development of any Tarnished. Provided a Finger Maiden can be found...",api,"{""image"": ""https://eldenring.fanapis.com/images/items/17f69cd6520l0i1zkfatyirikr6qrf.png"", ""type"": ""-""}",6,0.00015424482512301554
17f69b8a1f0l0i1zkh6maq6vqjsba,item,Flask Of Wondrous Physick,"A relic of the physick chemists, priests of the Erdtree. Harnesses the powers of crystal tears, which only form after the passage of many moons. Various specials effects are bestowed upon the drinker, dependent on the specific mixture of crystal tears. Rest at a site of grace to replenish. It is said that in the Lands Between, pools of crystal tears amass at the bases of Minor Erdtrees.",api,"{""image"": ""https://eldenring.fanapis.com/images/items/17f69b8a1f0l0i1zkh6maq6vqjsba.png"", ""type"": ""-""}",93,0.010368269794387003
17f696ee91el0i1zkibguxzrhqyozt,item,Immunizing Cured Meat,"Cured strip of meat, dried out after pickling in a green medicinal solution. Craftable item. Temporarily boosts immunity Higher immunity helps to mitigate the buildup of various poisons and scarlet rot",api,"{""image"": ""https://eldenring.fanapis.com/images/items/17f696ee91el0i1zkibguxzrhqyozt.png"", ""type"": ""-""}",42,0.00022052936984037245
17f697afcfel0i1zl4a55avoigqigk,item,Pickled Turtle Neck,"Turtle neck meat, pickled in a bitter medicinal solution.",api,"{""image"": ""https://eldenring.fanapis.com/images/items/17f697afcfel0i1zl4a55avoigqigk.png"", ""type"": ""-""}",6,0.0
17f697457b4l0i1zl7xxckgmi3o54d,item,Fireproof Dried Liver,"Cured animal liver, dried out after pickling in a flame-hued medical solution. Craftable item. Boosts fire damage negation for a short time, improving damage mitigation against attacks imbued with fire.",api,"{""image"": ""https://eldenring.fanapis.com/images/items/17f697457b4l0i1zl7xxckgmi3o54d.png"", ""type"": ""- ""}",9,0.0
17f69e41af8l0i1zl9gsih5hy2b26m,item,Drawstring Fire Grease,"Solidified grease made from a mixture of incendiary materials. Craftable item. A smallish lump with a short string attached. Quickly coats armament, inflicting fire damage. However, the effects are only brief.",api,"{""image"": ""https://eldenring.fanapis.com/images/items/17f69e41af8l0i1zl9gsih5hy2b26m.png"", ""type"": ""- ""}",126,6.353264048942052e-05
17f69e533f7l0i1zlczjc9uof4rycd,item,Fire Pot,Craftable item prepared using a cracked pot. A cocktail of incendiary materials is sealed inside.,api,"{""image"": ""https://eldenring.fanapis.com/images/items/17f69e533f7l0i1zlczjc9uof4rycd.png"", ""type"": ""Str A Dex C"", ""obtainedFrom"": ""Str A Dex C""}",42,0.0
17f69dfccaal0i1zlsr4o9wdgh17ls,item,Fire Grease,"Solidified grease made from a mixture of incendiary materials. Craftable item. Coats armament, adding fire damage to attacks. The effect last only for a short time.",api,"{""image"": ""https://eldenring.fanapis.com/images/items/17f69dfccaal0i1zlsr4o9wdgh17ls.png"", ""type"": ""- ""}",9,0.0
17f694ee235l0i1zm039o3qkxzujg,item,Neutralizing Boluses,"Green boluses made from cave moss. Craftable item. Alleviates poison buildup and cures poison ailment. Poison accumulates gradually, coming into effect once the threshold is reached. Poison ailment lowers HP in steady increments for a period.",api,"{""image"": ""https://eldenring.fanapis.com/images/items/17f694ee235l0i1zm039o3qkxzujg.png"", ""type"": ""- ""}",66,0.0015261169420773845
17f6958b812l0i1zm14qf7ii129s89,item,Exalted Flesh,"A lump of animal pickled in a medicinal solution mixed with fiery spices. Craftable item. Temporarily Boosts physical attack Considered a delicacy in the badlands, this invigorating repast was for the exclusive benefit of those who they called heroes.",api,"{""image"": ""https://eldenring.fanapis.com/images/items/17f6958b812l0i1zm14qf7ii129s89.png"", ""type"": ""-""}",94,0.0
17f69a48fbel0i1zm37z2g5pk0abql,item,Sleep Pot,"Craftable item prepared using a cracked pot. Filled with the incantations of St. Trina. Consumes FP. Throw at enemy to release a purple, soporific haze. Like a lullaby, or a quagmire, it irresistibly draws its victims down into sleep. Sweet dreams.",api,"{""image"": ""https://eldenring.fanapis.com/images/items/17f69a48fbel0i1zm37z2g5pk0abql.png"", ""type"": ""-""}",66,0.0011951689554907353
17f697fc525l0i1zm3syso1p5cmup,item,Gold-pickled Fowl Foot,"Four-toed foot of a fowl, pickled in a golden medicinal solution. Craftable item. Boosts the amount of runes obtained from defeating enemies for a certain duration Since old times, the needy would scrape the meat clean even from a fowl's claw.",api,"{""image"": ""https://eldenring.fanapis.com/images/items/17f697fc525l0i1zm3syso1p5cmup.png"", ""type"": ""-""}",6,0.0
